Customer ID,Transaction Amount,Category
8146,875.31,A
8147,48.63,C
8164,162.47,C
8192,99.54,C
8229,128.59,C
8241,142.63,C
8255,2998.48,A
8301,106.72,C
8304,196.32,B
8307,88.61,C
8318,304.54,B
8336,399.02,B
8352,1756.0,A
8370,147.84,C
8433,160.48,C
8441,2383.68,A
8449,250.75,B
8465,1421.19,A
8477,164.37,C
8513,246.68,B
8559,131.73,C
8570,20.48,C
8589,197.5,B
8600,93.15,C
8641,73.93,C
8693,493.26,A
8729,228.34,B
8742,2296.91,A
8759,72.27,C
8765,2021.81,A
8785,534.34,A
8787,272.79,B
8807,373.04,B
8892,39.5,C
8905,70.0,C
8965,103.3,C
9001,55.25,C
9010,115.92,C
9167,2396.59,A
9172,77.82,C
9188,151.16,C
9222,77.26,C
9260,82.86,C
9280,62.68,C
9286,427.08,B
9346,365.38,B
9357,2866.91,A
9385,233.05,B
9393,41.57,C
9403,26.42,C
9486,67.09,C
9499,79.92,C
9502,995.5,A
9523,90.79,C
9528,499.73,A
9626,109.74,C
9638,337.98,B
9657,692.0,A
9664,256.69,B
9730,675.35,A
9736,72.46,C
9741,2085.86,A
9753,74.57,C
9767,76.1,C
9774,317.06,B
9789,49.84,C
9795,56.12,C
9806,485.16,A
9807,55.17,C
9855,590.6,A
9856,2380.19,A
9859,78.88,C
9866,641.63,A
9871,368.28,B
9896,1992.53,A
9903,151.19,C
9955,24.05,C
10018,59.7,C
10051,54.82,C
10060,449.86,B
10078,24.17,C
10088,301.71,B
10100,154.14,C
10126,110.98,C
10133,19.95,C
10191,107.83,C
10227,416.88,B
10235,206.82,B
10246,2631.7,A
10252,776.31,A
10255,1134.51,A
10300,73.25,C
10314,955.61,A
10360,21.03,C
10373,34.47,C
10422,24.99,C
10429,19.99,C
10431,118.88,C
10439,28.94,C
10487,67.48,C
10498,132.43,C
10520,2694.92,A
10605,66.56,C
10669,289.5,B
10718,43.97,C
10762,578.76,A
10770,704.96,A
10776,890.22,A
10802,132.35,C
10818,338.18,B
10833,32.02,C
10842,13.39,C
10847,34.85,C
10854,22.86,C
10895,968.3,A
10915,38.5,C
10925,58.4,C
10945,82.52,C
10965,357.22,B
10976,874.94,A
11030,51.04,C
11073,397.53,B
11078,148.4,C
11087,170.52,C
11094,64.01,C
11117,139.07,C
11121,2968.46,A
11128,444.07,B
11130,29.03,C
11154,139.72,C
11165,33.29,C
11180,128.27,C
11199,26.99,C
11215,26.38,C
11237,922.84,A
11256,1144.57,A
11257,271.71,B
11293,62.0,C
11318,143.5,C
11324,90.89,C
11338,1665.94,A
11395,1288.35,A
11399,166.69,C
11421,927.33,A
11422,399.97,B
11438,927.66,A
11455,274.71,B
11457,897.45,A
11460,52.94,C
11463,213.03,B
11496,42.4,C
11526,94.56,C
11540,2122.87,A
11545,444.88,B
11564,180.69,C
11607,46.85,C
11627,2634.53,A
11697,2423.86,A
11714,2194.51,A
11733,2872.63,A
11774,289.79,B
11794,147.28,C
11823,80.86,C
11836,207.88,B
11849,288.27,B
11890,118.26,C
11896,120.77,C
11904,134.48,C
11917,330.06,B
11935,932.62,A
11975,74.88,C
12003,46.29,C
12008,1555.39,A
12013,91.94,C
12030,137.27,C
12034,93.96,C
12053,338.05,B
12055,76.29,C
12063,86.28,C
12076,432.45,B
12162,871.68,A
12169,28.27,C
12186,362.83,B
12221,41.06,C
12235,958.41,A
12272,23.35,C
12281,61.69,C
12348,186.2,B
12359,35.6,C
12362,861.02,A
12396,189.57,B
12425,78.7,C
12437,37.73,C
12442,188.28,B
12453,751.54,A
12487,621.19,A
12492,552.78,A
12567,122.37,C
12570,148.31,C
12620,344.42,B
12656,77.63,C
12657,106.59,C
12659,181.78,C
12677,356.91,B
12682,123.68,C
12714,338.17,B
12724,28.73,C
12740,55.94,C
12767,2419.54,A
12770,833.59,A
12774,246.35,B
12781,201.7,B
12835,197.51,B
12850,2840.98,A
12852,2490.11,A
12855,120.46,C
12879,434.94,B
12885,301.84,B
12891,122.55,C
12893,250.3,B
12903,38.45,C
12912,467.88,B
12935,113.05,C
12943,18.82,C
12947,2842.1,A
12955,94.96,C
12960,573.02,A
12965,2429.64,A
12966,8.46,C
12970,24.95,C
12996,686.95,A
12997,1937.27,A
13009,229.96,B
13020,37.03,C
13048,171.05,C
13054,103.82,C
13059,27.35,C
13132,70.17,C
13154,171.07,C
13160,48.57,C
13213,444.11,B
13259,190.72,B
13305,188.54,B
13323,120.16,C
13348,755.1,A
13374,1222.39,A
13395,25.48,C
13404,1975.23,A
13450,233.41,B
13462,15.43,C
13464,1566.82,A
13466,24.06,C
13467,73.1,C
13468,215.01,B
13484,639.16,A
13490,234.26,B
13509,160.8,C
13566,476.65,A
13576,451.97,B
13584,167.81,C
13626,756.01,A
13672,231.64,B
13698,135.19,C
13770,67.11,C
13779,273.27,B
13789,225.36,B
13816,484.92,A
13819,342.2,B
13869,1404.95,A
13871,26.87,C
13877,871.51,A
13882,57.75,C
13899,149.91,C
13903,587.71,A
13907,626.1,A
13908,98.4,C
13937,762.87,A
13974,255.79,B
14014,219.26,B
14024,32.33,C
14032,820.74,A
14076,1910.49,A
14095,123.52,C
14135,99.24,C
14137,92.22,C
14155,197.26,B
14205,62.07,C
14248,14.3,C
14315,59.19,C
14317,129.8,C
14329,66.15,C
14362,575.39,A
14386,91.84,C
14389,386.03,B
14426,682.58,A
14460,77.01,C
14491,49.45,C
14496,291.09,B
14498,124.93,C
14527,185.0,B
14546,101.4,C
14573,97.67,C
14587,1459.29,A
14604,525.11,A
14615,644.37,A
14631,212.66,B
14661,249.9,B
14669,161.33,C
14731,916.67,A
14739,1583.15,A
14745,518.98,A
14790,100.41,C
14874,46.79,C
14904,461.73,B
14911,1372.57,A
14916,125.81,C
14972,353.11,B
14973,41.01,C
14983,183.57,B
15000,90.37,C
15001,884.67,A
15009,1229.59,A
15021,142.62,C
15027,81.15,C
15035,1609.8,A
15041,126.85,C
15055,13.77,C
15078,250.2,B
15094,60.1,C
15113,682.95,A
15124,1695.56,A
15178,114.63,C
15205,44.53,C
15210,1126.47,A
15215,496.13,A
15222,192.04,B
15229,94.87,C
15232,54.86,C
15243,11.08,C
15266,54.81,C
15289,84.24,C
15342,32.33,C
15348,97.84,C
15392,1477.98,A
15409,804.09,A
15467,151.19,C
15496,116.28,C
15499,104.11,C
15504,462.44,B
15524,93.09,C
15528,979.19,A
15571,29.77,C
15573,193.36,B
15600,86.03,C
15603,86.1,C
15608,197.96,B
15633,50.24,C
15646,816.12,A
15677,48.38,C
15706,775.56,A
15720,2870.48,A
15721,129.01,C
15762,16.33,C
15765,397.71,B
15804,14.27,C
15831,720.91,A
15880,54.69,C
15892,119.54,C
15931,220.18,B
15941,987.71,A
15946,59.83,C
15961,30.73,C
16012,35.74,C
16060,978.07,A
16065,130.67,C
16066,2199.05,A
16067,88.02,C
16068,24.46,C
16117,463.16,B
16121,2084.42,A
16151,260.19,B
16159,262.75,B
16167,918.86,A
16192,1902.19,A
16193,680.49,A
16214,21.92,C
16221,172.15,C
16254,67.83,C
16275,967.37,A
16284,557.16,A
16291,747.04,A
16317,24.05,C
16321,978.58,A
16328,135.87,C
16350,66.86,C
16374,325.51,B
16376,253.09,B
16379,56.01,C
16381,393.89,B
16382,10.2,C
16400,50.12,C
16468,731.25,A
16488,51.28,C
16542,190.63,B
16557,232.17,B
16597,291.58,B
16598,197.75,B
16605,53.0,C
16607,23.84,C
16624,13.17,C
16646,165.33,C
16663,162.72,C
16765,314.61,B
16792,2783.79,A
16804,258.64,B
16834,1412.46,A
16844,166.95,C
16902,88.93,C
16919,1528.33,A
16923,246.52,B
16994,52.16,C
17000,199.12,B
17005,474.34,A
17017,266.56,B
17020,167.89,C
17031,51.29,C
17042,39.07,C
17078,212.28,B
17123,797.24,A
17124,78.24,C
17142,885.56,A
17229,51.68,C
17294,172.4,C
17349,1779.57,A
17360,1979.91,A
17362,55.22,C
17368,959.83,A
17395,140.61,C
17397,567.89,A
17401,1006.21,A
17415,260.47,B
17417,141.16,C
17433,402.07,B
17449,783.1,A
17467,63.01,C
17470,45.53,C
17502,427.85,B
17521,92.54,C
17537,1300.2,A
17548,745.3,A
17553,252.64,B
17555,69.5,C
17576,849.15,A
17620,634.89,A
17663,517.42,A
17667,1043.66,A
17699,69.06,C
17712,60.66,C
17727,457.32,B
17729,53.02,C
17733,171.83,C
17801,622.99,A
17816,349.3,B
17826,1036.0,A
17835,510.25,A
17857,901.07,A
17876,88.03,C
17936,163.2,C
18001,498.01,A
18012,123.09,C
18032,183.61,B
18050,133.21,C
18062,1273.28,A
18074,75.94,C
18120,16.38,C
18178,733.95,A
18179,496.52,A
18194,763.39,A
18204,59.39,C
18258,353.76,B
18268,663.68,A
18282,42.05,C
18302,49.26,C
18336,189.89,B
18341,1109.43,A
18380,78.12,C
18399,270.53,B
18412,45.56,C
18450,16.51,C
18487,75.0,C
18493,104.66,C
18499,194.46,B
18610,186.17,B
18638,98.12,C
18658,1458.83,A
18675,139.97,C
18693,56.55,C
18727,5.22,C
18741,80.53,C
18760,90.1,C
18774,246.56,B
18775,496.08,A
18785,192.5,B
18794,182.13,C
18828,294.04,B
18832,194.78,B
18843,459.29,B
18903,1760.79,A
18908,2952.04,A
18917,96.96,C
18956,41.41,C
18964,108.73,C
18988,348.79,B
19003,29.76,C
19018,124.16,C
19032,28.61,C
19056,169.04,C
19058,269.21,B
19067,32.67,C
19077,44.09,C
19097,118.54,C
19098,315.45,B
19127,442.4,B
19147,275.64,B
19149,69.23,C
19164,25.86,C
19205,306.1,B
19209,211.53,B
19212,169.61,C
19266,28.1,C
19283,268.32,B
19286,476.82,A
19301,443.72,B
19340,84.38,C
19402,245.97,B
19428,268.73,B
19446,1531.4,A
19465,73.72,C
19548,31.82,C
19599,2491.26,A
19645,84.83,C
19660,231.82,B
19673,112.01,C
19732,253.98,B
19741,170.47,C
19787,526.86,A
19808,532.82,A
19809,27.36,C
19827,178.12,C
19835,33.87,C
19845,942.55,A
19886,853.04,A
19888,419.82,B
19907,362.92,B
19964,52.73,C
19982,125.74,C
19995,100.35,C
19998,72.02,C
20007,36.01,C
20014,92.05,C
20018,158.58,C
20020,34.09,C
20023,251.31,B
20024,145.62,C
20060,247.76,B
20062,410.56,B
20088,412.26,B
20092,477.98,A
20094,79.15,C
20125,163.17,C
20133,81.05,C
20140,64.24,C
20147,171.8,C
20158,90.88,C
20159,62.98,C
20195,881.93,A
20200,35.66,C
20227,181.03,C
20230,735.15,A
20231,215.36,B
20248,54.16,C
20258,82.2,C
20264,88.53,C
20313,732.39,A
20327,755.25,A
20385,35.1,C
20390,295.7,B
20404,138.67,C
20420,239.46,B
20471,623.83,A
20486,896.44,A
20489,103.78,C
20491,287.98,B
20501,2394.83,A
20504,135.92,C
20588,190.81,B
20640,82.8,C
20654,27.26,C
20658,69.84,C
20662,116.53,C
20673,112.78,C
20704,1676.23,A
20723,2509.41,A
20747,183.86,B
20755,118.63,C
20769,741.81,A
20776,96.55,C
20803,345.83,B
20819,186.52,B
20877,104.09,C
20886,972.39,A
20887,670.35,A
20895,111.39,C
20899,113.63,C
20922,543.88,A
20965,101.82,C
21016,85.06,C
21081,195.95,B
21098,416.09,B
21099,263.9,B
21156,380.95,B
21162,271.68,B
21258,136.22,C
21286,186.21,B
21340,59.34,C
21362,2513.98,A
21376,256.46,B
21384,87.36,C
21388,150.6,C
21413,35.95,C
21426,120.89,C
21465,112.68,C
21500,709.0,A
21561,238.11,B
21606,215.92,B
21623,497.82,A
21661,75.47,C
21666,362.77,B
21685,794.47,A
21737,335.56,B
21751,239.62,B
21802,49.74,C
21811,171.76,C
21871,292.52,B
21881,98.29,C
21905,194.81,B
21911,111.13,C
21915,1827.0,A
21916,50.77,C
21927,988.19,A
22018,106.05,C
22031,376.88,B
22034,31.49,C
22050,145.71,C
22054,71.4,C
22058,99.21,C
22060,195.77,B
22069,2908.34,A
22078,111.62,C
22092,407.24,B
22104,158.66,C
22108,11.24,C
22111,43.5,C
22128,548.4,A
22148,204.53,B
22156,750.43,A
22168,44.22,C
22183,355.14,B
22215,160.66,C
22224,521.39,A
22234,879.63,A
22239,73.89,C
22243,2393.82,A
22276,258.27,B
22287,672.96,A
22305,284.61,B
22313,76.26,C
22321,26.62,C
22369,48.41,C
22406,1989.99,A
22416,85.24,C
22427,705.95,A
22432,595.91,A
22435,58.9,C
22451,85.57,C
22452,1571.67,A
22458,382.82,B
22460,446.63,B
22465,38.71,C
22543,53.88,C
22575,52.88,C
22608,323.25,B
22619,187.12,B
22623,763.7,A
22624,2255.14,A
22628,365.57,B
22633,179.27,C
22642,141.18,C
22691,159.36,C
22747,71.43,C
22759,129.67,C
22766,204.03,B
22780,1810.51,A
22782,169.24,C
22791,99.59,C
22830,448.42,B
22856,37.62,C
22862,74.09,C
22867,510.57,A
22869,102.65,C
22886,128.45,C
22901,227.3,B
22940,464.83,B
22954,88.84,C
22989,29.43,C
23017,13.96,C
23032,357.39,B
23075,298.21,B
23099,17.59,C
23103,127.74,C
23127,31.92,C
23140,69.31,C
23141,169.44,C
23222,76.57,C
23226,50.98,C
23229,2876.31,A
23235,120.29,C
23263,407.02,B
23264,39.11,C
23275,23.38,C
23280,2503.18,A
23292,974.15,A
23303,53.0,C
23321,194.88,B
23334,77.23,C
23335,186.69,B
23383,200.11,B
23392,132.03,C
23433,652.41,A
23455,998.42,A
23458,1772.23,A
23482,292.62,B
23521,184.28,B
23543,254.15,B
23617,287.68,B
23697,239.03,B
23698,54.64,C
23708,47.81,C
23718,2167.41,A
23732,162.13,C
23745,71.55,C
23761,2396.48,A
23768,74.57,C
23811,129.14,C
23896,49.37,C
23900,577.81,A
23909,26.55,C
23916,609.68,A
23921,202.15,B
24040,56.55,C
24057,742.01,A
24086,469.0,B
24096,194.14,B
24121,338.24,B
24213,51.19,C
24240,246.09,B
24241,798.09,A
24260,161.59,C
24263,262.65,B
24269,423.44,B
24337,80.71,C
24338,950.31,A
24353,843.51,A
24368,63.13,C
24384,37.74,C
24385,34.07,C
24401,117.89,C
24402,443.48,B
24404,384.7,B
24436,20.4,C
24472,55.65,C
24475,467.5,B
24499,34.1,C
24555,286.65,B
24572,83.99,C
24579,2663.85,A
24593,39.9,C
24632,77.74,C
24649,895.34,A
24676,814.44,A
24712,161.96,C
24749,1824.11,A
24751,468.31,B
24757,317.7,B
24775,131.91,C
24794,31.23,C
24812,126.26,C
24824,109.88,C
24831,189.67,B
24834,54.61,C
24840,41.7,C
24861,20.66,C
24891,177.5,C
24908,49.07,C
24911,92.19,C
24918,22.24,C
24933,349.55,B
24939,188.1,B
24963,269.64,B
24983,30.61,C
24984,119.19,C
25003,220.38,B
25075,136.3,C
25101,458.2,B
25129,676.91,A
25151,349.48,B
25176,354.85,B
25193,35.52,C
25216,215.16,B
25219,517.15,A
25306,165.98,C
25312,2266.17,A
25345,546.99,A
25356,70.02,C
25370,103.47,C
25390,168.23,C
25415,96.43,C
25422,1030.97,A
25439,38.47,C
25462,232.0,B
25464,324.36,B
25477,1803.49,A
25503,157.71,C
25542,246.88,B
25543,45.92,C
25544,359.01,B
25575,317.38,B
25613,44.05,C
25640,745.0,A
25641,2935.67,A
25645,1969.07,A
25666,172.94,C
25689,128.94,C
25692,46.88,C
25694,1666.79,A
25710,49.41,C
25715,120.44,C
25720,10.14,C
25729,2804.29,A
25731,580.83,A
25739,138.24,C
25782,66.9,C
25818,62.2,C
25825,70.91,C
25828,126.0,C
25830,174.22,C
25851,2294.23,A
25865,980.58,A
25895,203.56,B
25916,969.26,A
25922,203.34,B
25932,2717.56,A
25947,29.49,C
25953,153.17,C
25957,103.98,C
25978,207.16,B
25985,231.14,B
26011,93.38,C
26035,502.44,A
26038,31.14,C
26047,520.0,A
26067,95.24,C
26088,448.99,B
26096,807.18,A
26116,289.5,B
26118,54.47,C
26119,31.85,C
26136,231.52,B
26152,55.73,C
26155,38.82,C
26217,81.14,C
26237,82.58,C
26238,248.03,B
26267,154.06,C
26286,289.0,B
26296,74.55,C
26303,137.62,C
26313,2503.99,A
26326,75.67,C
26348,1996.31,A
26352,140.66,C
26365,104.65,C
26371,35.69,C
26381,2552.72,A
26418,835.52,A
26428,52.99,C
26481,507.95,A
26510,93.86,C
26525,44.04,C
26528,770.67,A
26572,46.52,C
26598,22.95,C
26607,138.21,C
26615,18.53,C
26647,667.59,A
26675,166.6,C
26719,87.41,C
26739,352.95,B
26742,58.9,C
26759,428.04,B
26766,22.18,C
26785,317.03,B
26800,263.61,B
26851,113.29,C
26852,90.72,C
26885,1984.8,A
26897,62.5,C
26915,23.49,C
26937,246.57,B
26953,741.02,A
26983,30.39,C
26989,77.54,C
27013,1830.06,A
27022,123.65,C
27030,825.0,A
27033,2031.99,A
27035,1654.91,A
27054,37.93,C
27086,208.34,B
27106,56.04,C
27123,26.45,C
27152,67.84,C
27155,9.23,C
27167,902.9,A
27189,790.97,A
27213,106.26,C
27227,123.52,C
27233,67.37,C
27256,365.43,B
27262,302.28,B
27267,1951.05,A
27276,2962.77,A
27308,24.67,C
27342,219.31,B
27439,1807.97,A
27443,2878.05,A
27467,65.12,C
27484,1718.33,A
27518,38.43,C
27519,473.5,A
27528,11.4,C
27542,68.58,C
27608,2818.05,A
27641,174.3,C
27653,279.99,B
27657,128.63,C
27678,716.69,A
27715,206.65,B
27743,492.54,A
27746,41.84,C
27774,159.86,C
27782,2900.95,A
27786,304.21,B
27795,10.01,C
27806,269.93,B
27828,33.27,C
27843,500.48,A
27851,1994.33,A
27861,860.2,A
27884,208.66,B
27888,174.41,C
27940,80.63,C
27972,1613.4,A
28010,82.4,C
28021,95.26,C
28022,1867.51,A
28024,75.73,C
28044,403.3,B
28050,827.37,A
28051,823.97,A
28059,463.78,B
28074,21.99,C
28139,450.1,B
28143,145.42,C
28151,106.45,C
28158,2403.72,A
28175,81.62,C
28229,72.37,C
28252,1282.62,A
28268,75.94,C
28342,22.72,C
28347,148.26,C
28349,260.13,B
28356,1764.99,A
28391,36.54,C
28423,145.89,C
28430,22.0,C
28456,556.76,A
28466,151.55,C
28475,52.74,C
28483,908.63,A
28501,228.51,B
28530,77.82,C
28534,167.16,C
28562,2519.21,A
28565,608.51,A
28579,30.77,C
28590,64.28,C
28640,895.08,A
28687,98.84,C
28742,46.67,C
28772,101.1,C
28817,247.86,B
28822,217.19,B
28864,2864.03,A
28872,156.2,C
28888,135.03,C
28891,288.43,B
28898,145.95,C
28913,945.02,A
28927,130.55,C
28937,2174.32,A
28944,76.11,C
28958,861.67,A
28973,590.56,A
28988,151.75,C
29018,1351.86,A
29025,451.0,B
29027,54.29,C
29035,100.03,C
29072,80.36,C
29098,198.54,B
29108,192.58,B
29204,38.03,C
29214,1933.59,A
29268,11.37,C
29274,129.3,C
29277,466.12,B
29298,749.35,A
29306,2105.93,A
29323,966.39,A
29324,155.19,C
29326,149.53,C
29339,584.57,A
29346,139.23,C
29359,277.88,B
29370,137.15,C
29371,467.83,B
29376,38.87,C
29385,322.2,B
29388,108.51,C
29401,248.27,B
29412,2849.04,A
29427,185.13,B
29439,924.15,A
29447,232.49,B
29520,346.47,B
29551,103.25,C
29559,64.52,C
29570,712.26,A
29574,58.63,C
29583,15.02,C
29586,97.41,C
29592,407.8,B
29613,61.02,C
29634,396.02,B
29654,2029.23,A
29659,238.82,B
29691,128.49,C
29722,246.33,B
29750,343.29,B
29758,117.01,C
29781,2316.62,A
29812,1855.3,A
29814,74.39,C
29818,65.9,C
29827,128.73,C
29844,2236.9,A
29864,111.77,C
29930,2054.88,A
29936,84.9,C
29957,162.52,C
29992,187.37,B
30047,63.59,C
30050,342.59,B
30104,45.53,C
30135,114.52,C
30139,320.48,B
30148,453.83,B
30163,129.82,C
30179,82.02,C
30194,342.97,B
30245,441.18,B
30262,907.9,A
30356,246.95,B
30365,105.55,C
30399,7.56,C
30401,170.73,C
30413,1161.21,A
30423,626.28,A
30469,77.17,C
30471,183.64,B
30475,1208.95,A
30493,85.65,C
30503,21.12,C
30534,57.58,C
30570,343.24,B
30580,36.12,C
30604,190.63,B
30618,108.94,C
30639,31.2,C
30645,322.06,B
30693,625.83,A
30715,71.64,C
30726,357.55,B
30740,198.51,B
30766,55.75,C
30790,93.7,C
30811,45.92,C
30848,709.89,A
30852,1546.51,A
30877,130.99,C
30940,721.65,A
30955,296.62,B
30969,69.09,C
30987,99.29,C
31010,126.99,C
31015,112.66,C
31018,257.0,B
31060,129.93,C
31124,83.42,C
31125,486.66,A
31135,54.78,C
31180,210.6,B
31181,1582.38,A
31211,26.37,C
31266,2931.33,A
31292,54.24,C
31295,918.45,A
31305,128.25,C
31313,27.21,C
31337,176.13,C
31341,64.44,C
31378,129.23,C
31448,179.36,C
31459,183.54,B
31479,55.49,C
31504,292.82,B
31538,36.42,C
31560,270.79,B
31564,2479.63,A
31607,617.92,A
